"","X","dvcat","weight","airbag","seatbelt","frontal","sex","ageOFocc","yearacc","yearVeh","abcat","occRole","deploy","injSeverity","dead"
"10839",21696.1524736849,3.27306886063889,33.4187709483454,1,1,1,1,33.5461377212778,2001.72693113936,2000.72693113936,1,1,1,3.27306886063889,"0"
"108401",22589.6379075132,3.08989034802653,43.0696782713826,1,1,1,1,33.1797806960531,2002,2000.64043860789,1,1,1,3.08989034802653,"0"
"10841",7937.72123471834,4,5.47522811203701,1,0,1,1,23.113015210256,1998,1997.88698478974,1,1,1,4,"0"
"10842",8399.9868034618,4,42.4857883583221,1,0,1,1,23,1998.70585647738,1997.29414352262,1,1,1,4,"0"
"10843",6666.42868100712,4,8.19707386569725,1,0,1,1,25.3832932082005,1998,1997.6027844653,1,1,1,4,"0"
"108441",8396.09108886681,4,42.0586423496232,1,0,1,1,23,1998.69821782131,1997.30178217869,1,1,1,4,"0"
"10845",6375.82527750731,4,9.29343361181021,1,0,1,1,25.8875212073326,1998,1997.51874646544,1,1,1,4,"0"
"10846",5137.92063173838,4,72.8220339967229,1,0,1,1,26.2067175339907,1998,1994.79328246601,1,1,1,4,"0"
"10847",7166.29972253926,4,24.0311119777307,1,0,1,1,23.9654146712273,1998,1997.03458532877,1,1,1,4,"0"
"108481",5612.56717786146,4,49.4340591372027,1,0,1,1,23.7335850172676,1998,1998,1,1,1,4,"0"
"10849",7603.56809408753,4,3.91218045616185,1,0,1,1,22.8847552400548,1998,1997.65426572016,1,1,1,4,"0"
"10850",7552.08367651328,4,14.7514093324558,1,0,1,1,23.5391340591013,1998,1997.4608659409,1,1,1,4,"0"
"10851",4782.98732669791,4,15.3027349149506,1,0,1,1,28.6512654828839,1998,1997.05812241952,1,1,1,4,"0"
"10852",5912.59769328404,4,54.1878406789183,1,0,1,1,25.3507207809016,1998,1995.6492792191,1,1,1,4,"0"
"108531",6236.85173214041,4,9.81773924305849,1,0,1,1,26.1286551784724,1998,1997.47855747025,1,1,1,4,"0"
"108541",5556.23936983198,4,12.3854861715361,1,0,1,1,27.3095904514194,1998,1997.28173492476,1,1,1,4,"0"
"10855",8542.32678626664,4,58.0926697278314,1,0,1,1,23,1998.98495448288,1997.01504551712,1,1,1,4,"0"
"108561",8547.00940574287,4,58.6060959993815,1,0,1,1,23,1998.99413608969,1997.00586391031,1,1,1,4,"0"
"108571",8224.71114972839,4,23.2676721208695,1,0,1,1,23,1998.36217872496,1997.63782127504,1,1,1,4,"0"
"108581",6789.02125688479,4,5.58665817666406,1,0,1,1,22.6696649740916,1998,1997.00899492227,1,1,1,4,"0"
"108591",6857.66276986757,4,5.44555065657848,1,0,1,1,22.68779053865,1998,1997.06337161595,1,1,1,4,"0"
"108601",8442.72179100662,4,47.1714702573709,1,0,1,1,23,1998.7896505706,1997.2103494294,1,1,1,4,"0"
"10861",3401.36868626904,2.17972405534238,45.2489999998,0,1,1,0,75.2580683873966,1997,1991.48386322521,2,1,0,4,"0"
"108621",3427.62669709581,2.82016334380023,45.2489999998,0,1,1,0,79.7411434066016,1997,1982.5177131868,2,1,0,4,"0"
"108631",3056.26028516144,2.00853477790952,24.4887097144474,0,1,1,0,50.264578115195,1997,1990.906117443,2,1,0,4,"0"
"108641",2321.38489135262,3,39.0533520624663,0,1,1,0,72.6199531957973,1997,1993.03562836209,2,1,0,3.06888368842192,"0"
"10865",3054.90356281027,3,44.1427615707496,0,1,1,0,71.5875609144568,1997,1982.49152799323,2,1,0,4,"0"
"108661",3226.25093854591,3,44.0876151712579,0,1,1,0,79.4291458586231,1997,1982.44355088659,2,1,0,3.82546065095812,"0"
"10867",3242.63431114005,2.49642489827238,34.7046409447254,0,1,1,0,65.3891718464438,1997,1985.539326119,2,1,0,4,"0"
"10868",3218.24433421949,2.4325767911505,33.3677254297002,0,1,1,0,63.4098805256654,1997,1986.24165529734,2,1,0,4,"0"
"108691",3612.39121908788,3,45.3840429104955,0,1,1,0,77.4111603074707,1997.10253827693,1980.82030621544,2,1,0,4,"0"
"108701",3147.2165310625,2.24664013367146,29.4743977587468,0,1,1,0,57.6458441438153,1997,1988.28695852961,2,1,0,4,"0"
"10871",3199.78443677537,2.38425245229155,32.3558620983327,0,1,1,0,61.911826021038,1997,1986.77322302479,2,1,0,4,"0"
"108721",3072.17701776326,2.0502016171813,25.3611716619593,0,1,1,0,51.5562501326203,1997,1990.44778221101,2,1,0,4,"0"
"108731",4877.15100617614,3,46.3468687135836,0,1,1,0,51.8235345571302,1997.83361329837,1986.66890638694,2,1,0,4,"0"
"10874",2464.67213363387,3,39.8505371044009,0,1,1,0,73.6982016745023,1997,1991.35835295077,2,1,0,3.1886890749447,"0"
"10875",3178.6454289481,2.32891473546624,31.1971456457276,0,1,1,0,60.1963567994535,1997,1987.38193790987,2,1,0,4,"0"
"108761",2314.20046602236,3,41.9870080566108,0,1,1,0,53.2453137980774,1997,1987.34682870051,2,1,0,4,"0"
"10877",3428.75502412184,2.84768351516686,45.2489999998,0,1,1,0,79.933784606168,1997,1982.13243078766,2,1,0,4,"0"
"108781",3317.85204258305,3,44.9080508098061,0,1,1,0,78.0990309161134,1997,1980.76790358103,2,1,0,4,"0"
"108791",3342.90464846324,2.75891269231215,40.2008728641241,0,1,1,0,73.5262934616767,1997,1982.65196038457,2,1,0,4,"0"
"108801",2228.15894819819,3,41.7365915196533,0,1,1,0,51.1146425628103,1997,1987.91082990984,2,1,0,4,"0"
"108811",7205.10494430736,1.88870278373361,11.3696610289366,1,0,0,1,20.0016749463975,1998.11129721627,1993.22259443253,0,1,0,4,"0"
"108821",9497.2288502478,1,33.4006616563797,1,0,0,1,29.7071880912408,1999,1995.17071880912,0,1,0,4,"0"
"10883",9285.7815169259,1,36.4316669251538,1,0,0,1,26.6036019343883,1999,1994.8254502418,0,1,0,4,"0"
"108841",9363.77560029458,1.12481138575822,32.247627745124,1,0,0,1,26.6270747566596,1999,1994.37594307121,0,1,0,4,"0"
"108851",9305.2589861569,1.01377416728064,31.5869562952157,1,0,0,1,27.8484841599129,1999,1994.9311291636,0,1,0,4,"0"
"108861",9692.15795823582,1.74792781448923,35.9551704958865,1,0,0,1,19.7727940406185,1999,1991.26036092755,0,1,0,4,"0"
"108871",7982.26008768845,1.55870059970766,18.8465205123793,1,0,0,1,22.971694602631,1998.44129940029,1993.88259880058,0,1,0,4,"0"
"10888",7267.10723902052,1.86237484542653,11.9661731271574,1,0,0,1,20.2386263911612,1998.13762515457,1993.27525030915,0,1,0,4,"0"
"10889",9278.87273519253,1,39.2173864169379,1,0,0,1,25.8140268791467,1999,1994.72675335989,0,1,0,4,"0"
"108901",9234.05105420109,1,57.2901285024809,1,0,0,1,20.691549051553,1999,1994.08644363144,0,1,0,4,"0"
"10891",9239.08695429983,1,55.2595816412328,1,0,0,1,21.2670804914087,1999,1994.15838506143,0,1,0,4,"0"
"10892",9324.11604742147,1.04955606721342,31.799858599805,1,0,0,1,27.4548832606524,1999,1994.75221966393,0,1,0,4,"0"
"108931",9566.5697507502,1.50962002039887,34.5372391211204,1,0,0,1,22.3941797756124,1999,1992.45189989801,0,1,0,4,"0"
"10894",9323.49624235788,1.0483799665235,31.7928608007003,1,0,0,1,27.4678203682415,1999,1994.75810016738,0,1,0,4,"0"
"108951",7441.52607291657,1.78831164631993,13.6442230293083,1,0,0,1,20.9051951831207,1998.21168835368,1993.42337670736,0,1,0,4,"0"
"108961",9282.90674310364,1,37.5908167984903,1,0,0,1,26.2750563547015,1999,1994.78438204434,0,1,0,4,"0"
"108971",9403.38942541601,1.19997993437573,32.6948806093756,1,0,0,1,25.8002207218669,1999,1994.00010032812,0,1,0,4,"0"
"108981",9499.17122104554,1.38172907219268,33.7762879793319,1,0,0,1,23.8009802058805,1999,1993.09135463904,0,1,0,4,"0"
"108991",9278.50479475642,1,39.3657452570729,1,0,0,1,25.7719765435904,1999,1994.72149706795,0,1,0,4,"0"
"10900",9936.72343761008,1,37.5824507720462,1,0,0,1,33.4732085485011,1999,1995.54732085485,0,1,0,4,"0"
"10901",11806.6975169252,2.49032795685343,106.598250289446,0,1,0,0,64,1999.50967204315,1993.01934408629,2,1,0,4,"0"
"10902",9161.92875041836,3.40873510180973,223.064472015451,0,1,0,0,57.8689734728541,1999,1992.40873510181,2,1,0,4,"0"
"109031",8917.8605994056,3.11783146532252,154.884514021036,0,1,0,0,62.2325280201621,1999,1992.11783146532,2,1,0,4,"0"
"10904",12786.6252353885,2.3231618499849,99.818828825476,0,1,0,0,64,1999.67683815002,1993.35367630003,2,1,0,4,"0"
"109051",11258.6548729506,2.23401730833575,43.6563933084633,0,1,0,0,64.7659826916642,1999,1991.23401730834,2,1,0,4,"0"
"109061",11843.3493073327,3,106.468867192935,0,1,0,0,55.7942023202777,1999.51286235498,1992.51286235498,2,1,0,4,"0"
"109071",9424.7246443755,2.56170430942439,80.2081917022469,0,1,0,0,71.4510267397854,1999,1991.56170430942,2,1,0,4,"0"
"10908",12363.7994620902,2.39529180107638,102.744058991955,0,1,0,0,64,1999.60470819892,1993.20941639785,2,1,0,4,"0"
"109091",10303.8753356701,2.53379110340029,76.3785016822283,0,1,0,0,64.4662088965997,1999,1991.5337911034,2,1,0,4,"0"
"109101",9771.914188375,3,120.714594045283,0,1,0,0,61.4145112745464,1999.16159304534,1992.16159304534,2,1,0,4,"0"
"109111",9301.07076545944,2.65117889619432,89.8150780836636,0,1,0,0,69.9299587646965,1999,1991.65117889619,2,1,0,4,"0"
"10912",10133.1752534243,2.58738610567525,82.2287177505002,0,1,0,0,64.4126138943247,1999,1991.58738610568,2,1,0,4,"0"
"109131",9356.04375034478,2.61140104895458,85.5441306255637,0,1,0,0,70.6061821677722,1999,1991.61140104895,2,1,0,4,"0"
"10914",11668.5155060058,2.10533265117556,29.6096908716139,0,1,0,0,64.8946673488244,1999,1991.10533265118,2,1,0,4,"0"
"10915",11542.4308955995,2.53540926380083,108.426522692675,0,1,0,0,64,1999.4645907362,1992.9291814724,2,1,0,4,"0"
"10916",9781.1793667879,2.69790286757052,94.2922854118297,0,1,0,0,64.3020971324295,1999,1991.69790286757,2,1,0,4,"0"
"10917",9568.92274457542,2.45736415009014,69.0051887946128,0,1,0,0,73.2248094484676,1999,1991.45736415009,2,1,0,4,"0"
"109181",10188.9150158977,2.00874456157908,20.8369035765387,0,1,0,0,80.8513424531557,1999,1991.00874456158,2,1,0,4,"0"
"10919",10343.7881557657,2.73988601914607,116.719077505599,0,1,0,0,64,1999.26011398085,1992.52022796171,2,1,0,4,"0"
"10920",9873.52103560138,2.23696017684415,45.3404141873668,0,1,0,0,76.9716769936495,1999,1991.23696017684,2,1,0,4,"0"
"10921",25174.2511449754,4,198.925282875731,1,1,0,1,22.230879701674,2002,1996.76927986741,0,1,0,4,"0"
"109221",19214.3784265129,3.01196799916215,43.5549261474347,1,1,0,1,18.0837759941351,2001.01196799916,1998.98803200084,0,1,0,4,"0"
"109231",24983.7092095241,4,173.980473917794,1,1,0,1,21.1978210154921,2002,1996.31014267355,0,1,0,4,"0"
"109241",24287.368597561,3.66809988068417,200.413310196592,1,1,0,1,23.008599284105,2002,1997.66809988068,0,1,0,4,"0"
"109251",23892.1800650561,3.72624523821287,204.215162694752,1,1,0,1,23.0837166674901,2001.72624523821,1998.27375476179,0,1,0,4,"0"
"10926",20120.510812728,4,99.9031194203265,1,1,0,1,20.4998065610416,2001.24996776017,2000.25009671948,0,1,0,4,"0"
"109271",24348.8777586678,4,90.8714762864284,1,1,0,1,17.7559637518134,2002,1994.78042833414,0,1,0,4,"0"
"109281",23887.178673466,3.57306546508335,181.693716114808,1,1,0,1,22.4383927905001,2002,1997.57306546508,0,1,0,4,"0"
"109291",25357.4349858426,4,230.947091423742,1,1,0,1,24.6966990609653,2002,1998.30330093903,0,1,0,3.84834953048266,"0"
"109301",25352.079745885,4,222.205724876276,1,1,0,1,23.1950106704608,2002,1997.1977825202,0,1,0,4,"0"
"10931",25105.1235710403,3.9114557292778,245.874002818348,1,1,0,1,24.3801901049446,2001.91145572928,1998.08854427072,0,1,0,4,"0"
"109321",24292.0316844806,4,117.62073414894,1,1,0,1,23.7102145226672,2002,1999.28978547733,0,1,0,3.35510726133361,"0"
"109331",20651.5286638536,3.23141375230625,92.9142010646802,1,1,0,1,19.6198962661438,2001.23141375231,1998.76858624769,0,1,0,4,"0"
"109341",21007.423872984,4,126.343505223734,1,1,0,1,21.217083601281,2001.36951393355,1999.89145819936,0,1,0,4,"0"
"10935",21372.8371950714,3.34155400749296,117.687718242961,1,1,0,1,20.3908780524507,2001.34155400749,1998.65844599251,0,1,0,4,"0"
"109361",24461.6826587436,3.81320547545329,223.77486797645,1,1,0,1,23.692438328173,2001.81320547545,1998.18679452455,0,1,0,4,"0"
"109371",25537.5777478097,4,246.490206972728,1,1,0,1,24.2007227290887,2002,1997.64476565737,0,1,0,4,"0"
"10938",24674.4196858257,4,158.295133414116,1,1,0,1,24.0642774868757,2002,1998.93572251312,0,1,0,3.53213874343783,"0"
"109391",24418.8286591694,4,131.10805790378,1,1,0,1,23.8276191288605,2002,1999.17238087114,0,1,0,3.41380956443027,"0"
"10940",22964.1234029501,3.58453556313179,172.340830607919,1,1,0,1,22.0917489419226,2001.58453556313,1998.41546443687,0,1,0,4,"0"
"10941",2661.54793085344,4,54.9122027794362,0,1,1,1,28.9132420560345,1997,1986.01141565409,2,1,0,4,"0"
"109421",2643.34722266044,3.30912698316388,34.4801444293929,0,1,1,1,34.1452381010167,1997,1989,2,1,0,4,"0"
"109431",4178.45837170468,3.5251711497549,140.489048348407,0,1,1,1,31.4244865507353,1997.47482885025,1989,2,1,0,4,"0"
"10944",2496.47316412069,4,50.1184261589303,0,1,1,1,29.452702078037,1997,1987.4949307146,2,1,0,4,"0"
"109451",2698.57568758354,4,55.9874900449325,0,1,1,1,28.7922363150865,1997,1985.67864986649,2,1,0,4,"0"
"109461",2328.80888705468,4,45.2500335453076,0,1,1,1,30.031024828786,1997,1988.99627702055,2,1,0,4,"0"
"10947",2862.00162114203,4,60.7333844961746,0,1,1,1,28.2581646367908,1997,1984.20995275117,2,1,0,4,"0"
"109481",3100.64759376273,4,67.6636713399481,0,1,1,1,27.4782758373767,1997,1982.06525855279,2,1,0,4,"0"
"109491",2314.14679384325,4,45.0665003416111,0,1,1,1,30.2456637150608,1997,1989,2,1,0,4,"0"
"10950",5292.47736414406,3.23915857146494,197.853161112589,0,1,1,1,32.2825242856052,1997.76084142854,1989,2,1,0,4,"0"
"109511",3390.41904553026,4,76.0786437689089,0,1,1,1,26.5313103087246,1997,1979.46110334899,2,1,0,4,"0"
"10952",1992.09288467839,4,40.9793658073215,0,1,1,1,35.5722550880164,1997,1989,2,1,0,4,"0"
"109531",2337.6541394121,3.98097991338,44.9583627289763,0,1,1,1,30.11412051972,1997,1989,2,1,0,4,"0"
"10954",2750.32447246579,3.07401214842685,30.8132934668577,0,1,1,1,35.5559271094389,1997,1989,2,1,0,4,"0"
"10955",2550.6554849986,4,51.6918825278845,0,1,1,1,29.2756356699392,1997,1987.00799809233,2,1,0,4,"0"
"10956",2952.13304986991,4,63.3508041318964,0,1,1,1,27.9636174840853,1997,1983.39994808123,2,1,0,4,"0"
"10957",3416.40648206905,3.72081990190782,101.248756373228,0,1,1,1,30.8375402942766,1997.27918009809,1989,2,1,0,4,"0"
"109581",5544.96147091128,3.17433595098555,210.854309988914,0,1,1,1,32.4769921470433,1997.82566404901,1989,2,1,0,4,"0"
"109591",2233.20437126281,4,42.7655577516209,0,1,1,1,45.5512384313624,1997,1987.13385138824,2,1,0,4,"0"
"10960",2732.65216034837,4,56.9770719276308,0,1,1,1,28.6808752929792,1997,1985.37240705569,2,1,0,4,"0"
"109611",2474.4439958639,3.86871527391486,50.9851305142278,0,0,1,1,67.918993082596,1997,1987.13128472609,2,1,0,3.86871527391486,"0"
"109621",2910.84213447734,3.26844273111783,44.5982306587474,0,0,1,1,72.1209008821752,1997,1987.73155726888,2,1,0,3.26844273111783,"0"
"10963",2380.59141664114,3.9978109812364,52.3587088401548,0,0,1,1,67.0153231313452,1997,1987.00218901876,2,1,0,3.9978109812364,"0"
"109641",3094.88369672,3.08617289364338,40.2582751168828,0,0,1,1,74.0861728936434,1997,1987.48296263814,2,1,0,3.08617289364338,"0"
"10965",3075.48275780329,3.23656776896678,37.6687761536246,0,0,1,1,74.2365677689668,1997,1986.5805933862,2,1,0,3.23656776896678,"0"
"109661",3596.66095889057,3,48.9078099583539,0,0,1,1,73.4162272945978,1997.2918863527,1988,2,1,0,3.29188635270111,"0"
"10967",2593.00203604996,3.70563681423664,49.249975703219,0,0,1,1,69.0605423003435,1997,1987.29436318576,2,1,0,3.70563681423664,"0"
"10968",2982.78252441506,3.95517422934063,25.2958101191951,0,0,1,1,74.9551742293406,1997,1982.26895462396,2,1,0,3.95517422934063,"0"
"10969",4346.41740576387,3,59.8575546166464,0,0,1,1,72.5241910698824,1997.73790446506,1988,2,1,0,3.73790446505882,"0"
"10970",3041.47509824508,3.50019303685986,33.1296762911471,0,0,1,1,74.5001930368599,1997,1984.99884177884,2,1,0,3.50019303685986,"0"
"109711",2642.55439364514,3.63747676252387,48.5247527529815,0,0,1,1,69.5376626623329,1997,1987.36252323748,2,1,0,3.63747676252387,"0"
"109721",4734.90514483675,3,65.5311857850947,0,0,1,1,72.0619807913899,1997.96900960431,1988,2,1,0,3.96900960430503,"0"
"109731",2217.24523625243,3.64778044004925,72.9507660404869,0,0,1,1,74,1997,1986.7044391199,2,1,0,3.64778044004925,"0"
"109741",2982.88642260828,3.16934467316605,43.5438273221207,0,0,1,1,72.8145872878376,1997,1987.83065532683,2,1,0,3.16934467316605,"0"
"10975",2788.6090570353,3.23133450653404,52.8872338554664,0,0,1,1,74,1997,1987.53733098693,2,1,0,3.23133450653404,"0"
"109761",3103.70911955205,3.01775876316242,41.4362296154766,0,0,1,1,74.0177587631624,1997,1987.89344742103,2,1,0,3.01775876316242,"0"
"109771",2146.8624962871,3,37.4274875294898,0,0,1,1,74.3569547836669,1997,1987.28609043267,2,1,0,3.35695478366688,"0"
"109781",3077.22314741882,3.22307637659833,37.9010709474192,0,0,1,1,74.2230763765983,1997,1986.66154174041,2,1,0,3.22307637659833,"0"
"109791",3096.82553003449,3.07111992221326,40.5174571789606,0,0,1,1,74.0711199222133,1997,1987.57328046672,2,1,0,3.07111992221326,"0"
"10980",4399.87359440746,3,60.6382502925472,0,0,1,1,72.4605906074867,1997.76970469626,1988,2,1,0,3.76970469625667,"0"
"109811",16860.9994869083,4,26.4134419096901,0,0,0,1,19.1296231998131,2000.25924639963,1986.29623199813,2,0,0,4,"0"
"109821",19985.6629234143,4,23.5423898547923,0,0,0,1,19.6646683088038,2001.32933661761,1991.64668308804,2,0,0,4,"0"
"10983",14524.3470049324,4,24.40970980924,0,0,0,1,18.4571017315611,1999.63806782104,1985.9048304474,2,0,0,4,"0"
"109841",8445.84691927978,4,14.0228490832707,0,0,0,1,16.3680307890754,1998.24535385938,1989.38661535154,2,0,0,4,"0"
"109851",17282.7713927031,4,26.0259028606256,0,0,0,1,19.2018444165587,2000.40368883312,1987.01844416559,2,0,0,4,"0"
"10986",10873.4474963536,3.13444439787418,80.280946193399,0,0,0,1,40.6388900531456,1999.13444439787,1981.5377775915,2,0,0,4,"0"
"109871",20701.3932730965,4,22.8847513177261,0,0,0,1,19.7872248755302,2001.57444975106,1992.8722487553,2,0,0,4,"0"
"109881",12361.9489409253,4,35.2701179345734,0,0,0,1,20.2733839810826,1999.15107734594,1987.54676796217,2,0,0,3.57553867297247,"0"
"10989",15562.9944417514,4,28.2888904114628,0,0,0,1,19.1840989876073,1999.8772673416,1985.36819797521,2,0,0,3.93863367079757,"0"
"10990",20167.6465696618,4,23.3751767990076,0,0,0,1,19.6958298920654,2001.39165978413,1991.95829892065,2,0,0,4,"0"
"10991",14609.623394463,4,24.8459467329433,0,0,0,1,18.8709407888819,1999.74188157776,1985.25811842224,2,0,0,4,"0"
"10992",9014.27058854303,4,16.3724592597758,0,0,0,1,18.3877079703379,1998.77541594068,1986.22458405932,2,0,0,4,"0"
"109931",12808.3517049488,3.45463374233805,60.6113945738952,0,0,0,1,32.6341564415488,1999.45463374234,1982.81853496935,2,0,0,4,"0"
"109941",19843.7358661518,4,23.6727974899438,0,0,0,1,19.6403657305054,2001.28073146101,1991.40365730505,2,0,0,4,"0"
"109951",17742.7792390026,4,25.6032312675966,0,0,0,1,19.2806128833909,2000.56122576678,1987.80612883391,2,0,0,4,"0"
"109961",14660.1177350637,3.76106532104313,41.7869962627081,0,0,0,1,24.9733669739217,1999.76106532104,1984.04426128417,2,0,0,4,"0"
"109971",15456.7033053171,4,26.0029079506589,0,0,0,1,18.7775357905775,1999.85169052705,1985.37077368237,2,0,0,4,"0"
"109981",13311.5822786954,3.53790870076045,55.4957306031149,0,0,0,1,30.5522824809887,1999.53790870076,1983.15163480304,2,0,0,4,"0"
"10999",10769.848090285,3.11730069341138,81.3341011022394,0,0,0,1,41.0674826647155,1999.11730069341,1981.46920277365,2,0,0,4,"0"
"110001",13514.5379143667,3.571493945783,53.4325554161615,0,0,0,1,29.7126513554249,1999.57149394578,1983.28597578313,2,0,0,4,"0"
"110011",17348.7541172386,4,62.6081632283732,1,1,1,0,62.0270123225637,2000.19729876774,1993.19729876774,1,1,1,4,"0"
"11002",14452.724127057,4,210.981610854975,1,1,1,0,60.8803954944015,1999.6100494368,1993.3899505632,1,1,1,4,"0"
"110031",13565.1991964276,3.57600433705375,66.8958794123411,1,1,1,0,61.0320303593762,1999.57600433705,1993.42399566295,1,1,1,4,"0"
"110041",14700.3473101158,3.73381722648628,68.6210899195545,1,1,1,0,62.136720585404,1999.73381722649,1993.26618277351,1,1,1,4,"0"
"110051",15019.4134550528,3.15037990151905,35.6107614761771,1,1,1,0,47.8572181288619,2000,1993,1,1,1,4,"0"
"11006",16076.5867392463,3.71330497297458,59.4101076470054,1,1,1,0,58.5527944865171,2000,1993,1,1,1,4,"0"
"110071",15392.0215425044,3.34878676384687,43.9990068016135,1,1,1,0,51.6269485130906,2000,1993,1,1,1,4,"0"
"11008",18459.982168762,3.30873654223979,50.3313322771862,1,1,1,0,49.4834673870355,2000.69126345776,1994.38252691552,1,1,1,4,"0"
"110091",12071.7500807918,3.36837899079546,64.6261191271286,1,1,1,0,59.5786529355682,1999.3683789908,1993.6316210092,1,1,1,4,"0"
"110101",17936.5139888139,3.50486549688503,56.3462150581682,1,1,1,0,53.6021754345857,2000.49513450311,1993.99026900623,1,1,1,4,"0"
"11011",16677.2294833753,3.97668434493244,70.8159554898973,1,1,1,0,63.5103712435812,2000.02331565507,1993.04663131014,1,1,1,4,"0"
"110121",19222.0755014445,3.02320138574578,41.5745400979423,1,1,1,0,43.4872291006614,2000.97679861425,1994.95359722851,1,1,1,4,"0"
"11013",15516.4462124701,3.41504058171995,46.8000857136315,1,1,1,0,52.885771052679,2000,1993,1,1,1,4,"0"
"110141",10159.7898610046,3.10257053538226,61.7203010926578,1,1,1,0,57.7179937476758,1999.10257053538,1993.89742946462,1,1,1,4,"0"
"11015",16505.2512990618,3.94156086212024,69.0603101282371,1,1,1,0,62.8896563802846,2000,1993,1,1,1,4,"0"
"11016",13860.6346919946,4,249.166948088629,1,1,1,0,60.0261636674404,1999.50327045843,1993.49672954157,1,1,1,4,"0"
"110171",18202.0914301462,3.40536102280021,53.2946118469746,1,1,1,0,51.5125814788043,2000.5946389772,1994.1892779544,1,1,1,4,"0"
"110181",15266.4322245982,4,158.503528534365,1,1,1,0,62.0543656982481,1999.75679571228,1993.24320428772,1,1,1,4,"0"
"11019",18777.1700197731,4,45.2378730451111,1,1,1,0,58.1861521382816,2000.58138478617,1993.58138478617,1,1,1,4,"0"
"110201",15931.6467053439,3.63612710614689,56.1471817932872,1,1,1,0,57.0864150167909,2000,1993,1,1,1,4,"0"
"110211",2433.3356713166,1.00191665743478,46.035735072695,0,0,0,1,24.0306665189564,1997.00383331487,1984.97891676822,2,0,0,4,"0"
"110221",9988.63478621282,1.58531499584205,67.125880134183,0,0,0,1,33.3650399334729,1998.75594498753,1979.73216503742,2,0,0,4,"0"
"110231",5898.94660890941,1,35.3186161507709,0,0,0,1,31.399919227697,1998.13844911195,1989.55379644781,2,0,0,4,"0"
"110241",5350.40019051451,1.76750397449359,61.8657047675706,0,0,0,1,31.6750397449359,1997.76750397449,1983.46499205101,2,0,0,4,"0"
"11025",6631.4347526182,1,33.2283246620378,0,0,0,1,32.9566211842466,1998.37794172065,1990.51176688261,2,0,0,4,"0"
"110261",6805.05393257737,2.14810411632061,70.1028433369096,0,0,0,1,35.4810411632061,1998.14810411632,1982.70379176736,2,0,0,4,"0"
"11027",6495.58149555209,1.47853824892081,240.183727391371,0,0,0,1,31.656611982733,1997.95707649784,1979.73607926187,2,0,0,4,"0"
"11028",9519.93510229769,1.83338438370265,384.727461625355,0,0,0,1,37.3341501392424,1998.66676876741,1975.83277177927,2,0,0,4,"0"
"110291",4249.68072201218,1.4795082998462,55.6327583791296,0,0,0,1,28.795082998462,1997.47950829985,1984.04098340031,2,0,0,4,"0"
"11030",4933.74251350504,1.29528833902441,165.538342594515,0,0,0,1,28.7246134243906,1997.59057667805,1981.75182827073,2,0,0,4,"0"
"110311",4713.85896082595,1.17755557829514,51.8895417383697,0,0,0,1,26.8408892527223,1997.53266673489,1983.40199979534,2,0,0,4,"0"
"110321",6419.13367709168,1,33.8341653640798,0,0,0,1,32.5054336769972,1998.308528258,1990.234113032,2,0,0,4,"0"
"11033",7534.64797860826,1,30.6508373197323,0,0,0,1,34.8761523168068,1998.67325420259,1991.69301681034,2,0,0,4,"0"
"110341",6328.16015608422,2.02332814130932,67.4023792977777,0,0,0,1,34.2332814130932,1998.02332814131,1982.95334371738,2,0,0,4,"0"
"110351",4586.27703656489,1.65935472236015,69.1645209421897,0,0,0,1,34.5496755577624,1997.65935472236,1985,2,0,0,4,"0"
"11036",8478.82006095676,1.7112307944335,334.969174265392,0,0,0,1,35.3796927109361,1998.42246158887,1977.17646126123,2,0,0,4,"0"
"110371",3744.11639017751,1,41.4678259428559,0,0,0,1,26.8204206428491,1997.43391086813,1986.73564347252,2,0,0,4,"0"
"11038",7211.95341517776,1,31.5717064221097,0,0,0,1,34.1903538331389,1998.56774674356,1991.27098697424,2,0,0,4,"0"
"110391",10330.0828757095,1.92843868071213,423.447069077706,0,0,0,1,38.8550188913941,1998.85687736142,1974.78717451217,2,0,0,4,"0"
"110401",3539.95554149663,1.34132387279533,57.6320862752383,0,0,0,1,29.4611819647253,1997.3413238728,1985,2,0,0,4,"0"
"11041",19757.0188961814,4,47.6755781459347,1,0,1,1,18.5675811416004,2001,1995.5675811416,1,0.432418858399615,1,4,"0"
"11042",19993.8012255307,4,22.1813551928253,1,0,1,1,18.172285099281,2001,1995.17228509928,1,0.827714900719002,1,4,"0"
"11043",19498.4848498018,3.94612779980525,74.7474051887588,1,0,1,1,19.3232332011685,2001,1996.05387220019,1,0,1,4,"0"
"110441",19585.9730062515,4,66.091994882219,1,0,1,1,18.85313354549,2001,1995.85313354549,1,0.146866454510018,1,4,"0"
"110451",19146.3652664917,4,40.5026814034097,1,0,1,1,26.6442333371378,2001,1996,1,0.694930303376168,1,4,"0"
"11046",22228.2639973145,3.49866617750376,52.4284467590947,1,0,1,1,21.0053352899849,2001.5013338225,1998.00533528998,1,0,1,4,"0"
"110471",19788.2113121406,4,44.3171079041083,1,0,1,1,18.5155069914181,2001,1995.51550699142,1,0.484493008581921,1,4,"0"
"110481",19000.3893814185,4,25.947500910278,1,0,1,1,29.8176221430767,2001,1996,1,0.983420194825158,1,4,"0"
